date,product_type,region,market_segment,supplier,transport_mode,actual_demand_units,planned_order_units,avg_selling_price_usd,revenue_usd,opening_stock_units,safety_stock_units,reorder_point_units,lead_time_days,supplier_delay_days,shipping_time_days,logistics_cost_usd,disruption_type,disruption_severity_1_to_5,fulfilled_units,stockout_units,service_level_pct,supplier_risk_score,risk_level,dashboard_color_code,bullwhip_ratio_proxy,demand_spike_flag,delay_flag,source_note,month
2022-09-07,Sensor IC,India,Consumer Electronics,Supplier_D,Road,4336,4414,5.86,25408.96,3637,1084,2818,33,4,9,814.12,Unknown,0,4336,0,100.0,29.6,Low,Green,1.064,0,1,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-08,Memory Chip,North America,Telecom,Supplier_A,Sea,6812,7089,5.67,38624.04,4386,1703,4427,27,0,34,740.02,Logistics Delay,5,6812,0,100.0,66.0,High,Red,1.055,0,1,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-09,Analog IC,Asia-Pacific,Telecom,Supplier_C,Road,5377,5620,11.32,60867.64,3382,1344,3495,20,0,10,1269.54,Unknown,0,5377,0,100.0,0.0,Low,Green,1.143,0,0,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-10,Analog IC,Rest of World,Consumer Electronics,Supplier_C,Road,7373,8657,8.32,61343.36,5598,1843,4792,16,2,11,1519.38,Demand Spike,4,7373,0,100.0,39.0,Medium,Orange,1.207,1,1,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-11,Analog IC,Europe,Industrial,Supplier_E,Multimodal,5888,6038,10.63,62589.44,3312,1472,3827,30,0,12,1675.56,Unknown,0,5888,0,100.0,12.0,Low,Green,1.034,0,0,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-12,Power IC,Asia-Pacific,Consumer Electronics,Supplier_B,Multimodal,3741,3588,8.25,30863.25,4820,935,2431,28,1,25,796.79,Logistics Delay,5,3741,0,100.0,63.5,Medium,Orange,1.005,0,1,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-13,Memory Chip,North America,Industrial,Supplier_D,Sea,7424,8111,2.51,18634.24,7005,1856,4825,37,2,33,1053.22,Unknown,0,7424,0,100.0,44.2,Medium,Orange,1.075,0,1,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-14,Analog IC,Rest of World,Consumer Electronics,Supplier_E,Multimodal,4620,4800,8.4,38808.0,3159,1155,3003,25,0,14,1163.21,Unknown,0,4620,0,100.0,7.6,Low,Green,1.066,0,0,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-15,Microcontroller,Rest of World,Consumer Electronics,Supplier_C,Road,4222,4016,10.66,45006.52,3319,1055,2744,27,0,8,688.39,Unknown,0,4222,0,100.0,8.4,Low,Green,1.002,0,0,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-16,Logic IC,India,Telecom,Supplier_B,Sea,7501,8797,10.13,75985.13,3837,1875,4875,31,1,27,925.48,Demand Spike,2,7501,0,100.0,44.7,Medium,Orange,1.154,1,1,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-17,Microcontroller,India,Computing,Supplier_D,Road,4014,3941,2.08,8349.12,3390,1003,2609,19,3,9,702.0,Supplier Delay,4,4014,0,100.0,42.5,Medium,Orange,0.935,0,1,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-18,Microcontroller,North America,Automotive,Supplier_D,Sea,6207,7848,9.91,61511.37,7494,1551,4034,18,0,20,826.73,Demand Spike,3,6207,0,100.0,30.4,Low,Green,1.459,1,0,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-19,Microcontroller,Asia-Pacific,Consumer Electronics,Supplier_D,Multimodal,5252,5877,3.79,19905.08,6788,1313,3413,43,0,20,1676.16,Unknown,0,5252,0,100.0,34.0,Low,Green,1.107,0,0,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-20,Analog IC,Asia-Pacific,Computing,Supplier_E,Air,5218,5744,10.64,55519.52,5093,1304,3391,20,0,5,2746.17,Unknown,0,5218,0,100.0,0.0,Low,Green,1.155,0,0,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-21,Memory Chip,Asia-Pacific,Automotive,Supplier_E,Multimodal,8494,8605,3.18,27010.92,4998,2123,5521,22,5,10,2078.94,Supplier Delay,2,8494,0,100.0,35.9,Medium,Orange,1.098,0,1,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-22,Microcontroller,North America,Telecom,Supplier_B,Road,8525,9556,8.78,74849.5,5292,2131,5541,20,2,9,2013.75,Demand Spike,4,8525,0,100.0,39.0,Medium,Orange,1.117,1,1,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-23,Power IC,Europe,Telecom,Supplier_C,Sea,3540,3456,4.21,14903.4,1652,885,2301,20,0,18,363.3,Unknown,0,3540,0,100.0,4.8,Low,Green,1.137,0,0,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-24,Logic IC,North America,Industrial,Supplier_A,Multimodal,9132,11269,3.26,29770.32,8098,2283,5935,28,0,10,2598.06,Demand Spike,2,9132,0,100.0,25.6,Low,Green,1.203,1,0,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-25,Logic IC,India,Telecom,Supplier_E,Road,7075,6986,9.64,68203.0,9158,1768,4598,15,0,5,1416.81,Unknown,0,7075,0,100.0,0.0,Low,Green,1.041,0,0,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-26,Power IC,Asia-Pacific,Computing,Supplier_C,Air,3551,3503,6.12,21732.12,2392,887,2308,15,1,6,1556.38,Unknown,0,3551,0,100.0,3.5,Low,Green,1.091,0,1,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-27,Memory Chip,Rest of World,Computing,Supplier_D,Air,7449,9441,11.91,88717.59,10045,1862,4841,25,0,5,3756.86,Demand Spike,5,7449,0,100.0,46.0,Medium,Orange,1.344,1,0,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-28,Power IC,Europe,Computing,Supplier_C,Road,4391,5246,8.21,36050.11,5860,1097,2854,35,0,11,1114.25,Demand Spike,3,4391,0,100.0,42.0,Medium,Orange,1.313,1,0,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-29,Logic IC,North America,Industrial,Supplier_A,Road,6599,7983,10.73,70807.27,1525,1649,4289,34,2,7,1382.26,Inventory Shortage,2,6599,0,100.0,39.8,Medium,Orange,1.26,0,1,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-09-30,Logic IC,North America,Consumer Electronics,Supplier_C,Road,6677,7164,10.43,69641.11,5297,1669,4340,17,0,24,1555.13,Logistics Delay,1,6677,0,100.0,17.6,Low,Green,1.229,0,1,Synthetic dataset created for academic semiconductor SCM simulation,9
2022-10-01,Power IC,Europe,Telecom,Supplier_D,Air,3993,4300,8.92,35617.56,3826,998,2595,19,1,9,1798.41,Logistics Delay,2,3993,0,100.0,19.5,Low,Green,1.111,0,1,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-02,Analog IC,North America,Consumer Electronics,Supplier_A,Multimodal,6479,6254,6.32,40947.28,6111,1619,4211,24,0,19,1686.47,Unknown,0,6479,0,100.0,10.4,Low,Green,0.98,0,0,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-03,Sensor IC,Rest of World,Telecom,Supplier_B,Sea,4414,4341,5.36,23659.04,5072,1103,2869,30,0,34,440.02,Unknown,0,4414,0,100.0,29.6,Low,Green,1.014,0,0,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-04,Logic IC,Asia-Pacific,Automotive,Supplier_D,Multimodal,5925,6288,10.18,60316.5,3911,1481,3851,21,0,10,1776.63,Unknown,0,5925,0,100.0,1.2,Low,Green,1.19,0,0,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-05,Memory Chip,Asia-Pacific,Automotive,Supplier_A,Sea,7938,11013,2.35,18654.3,2051,1984,5159,34,1,32,1210.9,Inventory Shortage,2,7938,0,100.0,52.3,Medium,Orange,1.508,0,1,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-06,Power IC,Rest of World,Telecom,Supplier_E,Sea,3525,3891,6.18,21784.5,1612,881,2291,23,0,26,469.28,Unknown,0,3525,0,100.0,14.8,Low,Green,1.156,0,0,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-07,Power IC,Europe,Automotive,Supplier_A,Road,3123,3089,4.94,15427.62,2692,780,2029,34,0,13,616.37,Logistics Delay,4,3123,0,100.0,49.6,Medium,Orange,1.169,0,1,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-08,Microcontroller,Asia-Pacific,Consumer Electronics,Supplier_E,Road,4703,4745,5.24,24643.72,3755,1175,3056,36,0,5,881.09,Unknown,0,4703,0,100.0,19.2,Low,Green,1.211,0,0,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-09,Microcontroller,Rest of World,Industrial,Supplier_B,Sea,5526,5618,3.2,17683.2,4607,1381,3591,35,0,25,662.39,Unknown,0,5526,0,100.0,28.4,Low,Green,1.045,0,0,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-10,Logic IC,Europe,Telecom,Supplier_E,Sea,6370,6917,11.16,71089.2,8215,1592,4140,28,1,22,717.92,Unknown,0,6370,0,100.0,21.1,Low,Green,1.281,0,1,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-11,Power IC,Asia-Pacific,Computing,Supplier_E,Air,3994,4364,2.94,11742.36,4750,998,2596,20,0,5,2059.58,Unknown,0,3994,0,100.0,0.0,Low,Green,1.212,0,0,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-12,Analog IC,Europe,Consumer Electronics,Supplier_B,Air,5530,6678,4.31,23834.3,2726,1382,3594,19,0,2,3180.45,Inventory Shortage,5,5530,0,100.0,40.0,Medium,Orange,1.289,0,0,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-13,Analog IC,Europe,Consumer Electronics,Supplier_D,Multimodal,5541,5418,4.26,23604.66,3504,1385,3601,33,4,21,1432.17,Unknown,0,5541,0,100.0,36.8,Medium,Orange,0.979,0,1,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-14,Memory Chip,India,Computing,Supplier_D,Road,8785,9504,8.89,78098.65,7565,2196,5710,31,0,5,1684.4,Unknown,0,8785,0,100.0,13.2,Low,Green,1.265,0,0,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-15,Memory Chip,Rest of World,Computing,Supplier_D,Air,6122,6353,9.14,55955.08,4377,1530,3979,16,0,5,2534.7,Unknown,0,6122,0,100.0,0.0,Low,Green,1.224,0,0,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-16,Analog IC,Rest of World,Consumer Electronics,Supplier_D,Multimodal,6083,6384,10.94,66548.02,7646,1520,3953,32,0,12,1587.48,Unknown,0,6083,0,100.0,14.4,Low,Green,1.232,0,0,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-17,Sensor IC,Asia-Pacific,Industrial,Supplier_C,Sea,4951,4780,8.16,40400.16,4507,1237,3218,32,14,34,598.0,Supplier Delay,1,4951,0,100.0,89.0,High,Red,1.146,0,1,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-18,Sensor IC,Rest of World,Telecom,Supplier_A,Sea,5209,5092,3.1,16147.9,4436,1302,3385,34,4,27,633.27,Supplier Delay,2,5209,0,100.0,58.8,Medium,Orange,1.082,0,1,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-19,Microcontroller,North America,Consumer Electronics,Supplier_A,Road,4614,4773,6.64,30636.96,3960,1153,2999,12,0,8,995.6,Unknown,0,4614,0,100.0,0.0,Low,Green,1.097,0,0,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-20,Logic IC,Rest of World,Automotive,Supplier_B,Road,7053,7914,3.63,25602.39,5820,1763,4584,13,0,10,1375.41,Demand Spike,1,7053,0,100.0,8.0,Low,Green,1.116,1,0,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-21,Analog IC,Europe,Computing,Supplier_E,Sea,4874,5456,9.69,47229.06,2427,1218,3168,26,2,31,624.91,Inventory Shortage,5,4874,0,100.0,69.4,High,Red,1.156,0,1,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-22,Sensor IC,Rest of World,Consumer Electronics,Supplier_B,Air,5300,5470,8.0,42400.0,5357,1325,3445,34,12,5,2464.06,Supplier Delay,1,5300,0,100.0,66.8,High,Red,1.22,0,1,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-23,Logic IC,Rest of World,Telecom,Supplier_E,Multimodal,7059,6921,8.5,60001.5,3925,1764,4588,38,4,17,1806.61,Unknown,0,7059,0,100.0,39.6,Medium,Orange,1.139,0,1,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-24,Logic IC,India,Telecom,Supplier_A,Road,5487,5810,9.35,51303.45,5856,1371,3566,20,1,10,995.54,Unknown,0,5487,0,100.0,3.5,Low,Green,1.096,0,1,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-25,Analog IC,Rest of World,Computing,Supplier_A,Sea,6411,6999,11.22,71931.42,8032,1602,4167,27,3,22,837.76,Unknown,0,6411,0,100.0,26.9,Low,Green,1.184,0,1,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-26,Power IC,India,Telecom,Supplier_A,Road,3149,3001,6.61,20814.89,2378,787,2046,22,1,7,656.99,Unknown,0,3149,0,100.0,5.9,Low,Green,0.995,0,1,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-27,Logic IC,North America,Computing,Supplier_E,Multimodal,5842,5665,10.31,60231.02,3878,1460,3797,28,2,11,1426.38,Unknown,0,5842,0,100.0,16.6,Low,Green,1.031,0,1,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-28,Power IC,North America,Computing,Supplier_C,Sea,5939,6780,5.95,35337.05,6785,1484,3860,18,0,34,744.46,Demand Spike,1,5939,0,100.0,25.6,Low,Green,1.113,1,0,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-29,Logic IC,North America,Consumer Electronics,Supplier_A,Multimodal,7156,7850,3.32,23757.92,3884,1789,4651,21,3,17,2198.17,Unknown,0,7156,0,100.0,15.7,Low,Green,1.252,0,1,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-30,Analog IC,Europe,Automotive,Supplier_E,Road,5170,5163,7.32,37844.4,5225,1292,3360,33,0,9,887.36,Unknown,0,5170,0,100.0,15.6,Low,Green,1.077,0,0,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-10-31,Memory Chip,Rest of World,Industrial,Supplier_E,Road,7085,7866,11.04,78218.4,6189,1771,4605,33,0,12,1403.41,Unknown,0,7085,0,100.0,15.6,Low,Green,1.242,0,0,Synthetic dataset created for academic semiconductor SCM simulation,10
2022-11-01,Microcontroller,India,Automotive,Supplier_A,Multimodal,4643,4897,4.87,22611.41,5442,1160,3017,18,1,25,1090.51,Logistics Delay,4,4643,0,100.0,45.9,Medium,Orange,1.186,0,1,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-02,Microcontroller,India,Industrial,Supplier_D,Multimodal,6078,6005,10.08,61266.24,4511,1519,3950,35,3,22,1669.25,Unknown,0,6078,0,100.0,36.5,Medium,Orange,1.059,0,1,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-03,Microcontroller,India,Automotive,Supplier_C,Multimodal,7078,8663,8.69,61507.82,4704,1769,4600,15,0,16,2239.55,Demand Spike,5,7078,0,100.0,43.2,Medium,Orange,1.237,1,0,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-04,Memory Chip,India,Telecom,Supplier_A,Road,8307,8871,6.94,57650.58,4320,2076,5399,25,0,8,1851.99,Unknown,0,8307,0,100.0,6.0,Low,Green,1.263,0,0,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-05,Logic IC,India,Automotive,Supplier_E,Multimodal,6635,6650,6.36,42198.6,3352,1658,4312,33,0,17,1745.22,Unknown,0,6635,0,100.0,19.6,Low,Green,1.007,0,0,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-06,Memory Chip,Rest of World,Automotive,Supplier_B,Sea,8563,8559,8.97,76810.11,10905,2140,5565,26,0,27,1050.08,Unknown,0,8563,0,100.0,19.2,Low,Green,1.197,0,0,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-07,Logic IC,Asia-Pacific,Computing,Supplier_E,Multimodal,7729,8526,12.26,94757.54,8362,1932,5023,19,0,10,1986.02,Unknown,0,7729,0,100.0,0.0,Low,Green,1.157,0,0,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-08,Power IC,India,Telecom,Supplier_D,Multimodal,3302,3508,5.74,18953.48,3477,825,2146,24,0,14,1009.66,Unknown,0,3302,0,100.0,6.4,Low,Green,1.045,0,0,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-09,Microcontroller,Asia-Pacific,Consumer Electronics,Supplier_D,Multimodal,5799,6303,10.07,58395.93,6889,1449,3769,40,3,18,1553.92,Unknown,0,5799,0,100.0,39.3,Medium,Orange,1.137,0,1,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-10,Memory Chip,North America,Telecom,Supplier_E,Air,8095,8855,4.8,38856.0,8778,2023,5261,32,0,6,3981.09,Unknown,0,8095,0,100.0,14.4,Low,Green,1.07,0,0,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-11,Sensor IC,Asia-Pacific,Consumer Electronics,Supplier_E,Road,4763,4723,7.48,35627.24,4153,1190,3095,40,0,17,1017.22,Logistics Delay,1,4763,0,100.0,36.0,Medium,Orange,1.069,0,1,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-12,Sensor IC,Rest of World,Industrial,Supplier_D,Road,5054,5589,10.11,51095.94,1006,1263,3285,39,1,5,1106.46,Inventory Shortage,3,5054,0,100.0,50.3,Medium,Orange,1.324,0,1,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-13,Analog IC,Rest of World,Automotive,Supplier_C,Multimodal,6643,6595,8.16,54206.88,5659,1660,4317,20,2,34,1496.29,Logistics Delay,3,6643,0,100.0,48.6,Medium,Orange,1.144,0,1,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-14,Power IC,North America,Telecom,Supplier_B,Air,4383,4226,2.93,12842.19,4487,1095,2848,16,2,5,1831.82,Unknown,0,4383,0,100.0,7.0,Low,Green,0.967,0,1,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-15,Analog IC,Europe,Automotive,Supplier_C,Air,6666,6872,11.48,76525.68,5607,1666,4332,29,0,5,3056.91,Unknown,0,6666,0,100.0,10.8,Low,Green,1.054,0,0,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-16,Sensor IC,India,Industrial,Supplier_E,Air,5224,5434,4.98,26015.52,3551,1306,3395,31,3,4,2603.39,Unknown,0,5224,0,100.0,23.7,Low,Green,1.14,0,1,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-17,Sensor IC,North America,Computing,Supplier_B,Road,4175,3973,1.88,7849.0,2703,1043,2713,14,0,6,780.37,Unknown,0,4175,0,100.0,0.0,Low,Green,0.971,0,0,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-18,Memory Chip,Asia-Pacific,Automotive,Supplier_E,Air,5405,5680,12.03,65022.15,6809,1351,3513,24,0,2,2616.81,Unknown,0,5405,0,100.0,4.8,Low,Green,1.147,0,0,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-19,Memory Chip,Asia-Pacific,Consumer Electronics,Supplier_C,Road,5942,6422,9.81,58291.02,4721,1485,3862,33,13,6,1382.62,Supplier Delay,3,5942,0,100.0,85.1,High,Red,1.117,0,1,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-20,Microcontroller,Europe,Industrial,Supplier_B,Multimodal,5786,6460,3.81,22044.66,3740,1446,3760,24,0,18,1752.9,Unknown,0,5786,0,100.0,9.6,Low,Green,1.24,0,0,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-21,Sensor IC,Europe,Automotive,Supplier_A,Air,8919,10681,10.2,90973.8,9693,2229,5797,33,0,3,4042.4,Demand Spike,1,8919,0,100.0,23.6,Low,Green,1.369,1,0,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-22,Sensor IC,India,Telecom,Supplier_A,Sea,5432,6041,9.16,49757.12,2714,1358,3530,27,0,29,658.43,Unknown,0,5432,0,100.0,22.0,Low,Green,1.334,0,0,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-23,Analog IC,Asia-Pacific,Industrial,Supplier_E,Road,8354,9405,3.91,32664.14,5183,2088,5430,39,2,6,1843.05,Demand Spike,2,8354,0,100.0,45.8,Medium,Orange,1.08,1,1,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-24,Microcontroller,Rest of World,Consumer Electronics,Supplier_D,Multimodal,5829,6073,4.82,28095.78,6405,1457,3788,37,1,10,1459.44,Unknown,0,5829,0,100.0,23.9,Low,Green,1.095,0,1,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-25,Memory Chip,Rest of World,Telecom,Supplier_E,Sea,8176,8789,7.58,61974.08,3784,2044,5314,17,3,19,1058.28,Unknown,0,8176,0,100.0,16.1,Low,Green,1.191,0,1,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-26,Power IC,Asia-Pacific,Telecom,Supplier_E,Sea,5574,6472,8.49,47323.26,5940,1393,3623,21,1,28,666.53,Demand Spike,1,5574,0,100.0,25.5,Low,Green,1.262,1,1,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-27,Power IC,North America,Automotive,Supplier_E,Sea,3983,4064,7.62,30350.46,4058,995,2588,32,0,19,508.43,Unknown,0,3983,0,100.0,20.0,Low,Green,1.065,0,0,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-28,Memory Chip,Asia-Pacific,Telecom,Supplier_A,Air,8655,9584,9.97,86290.35,6005,2163,5625,30,2,5,3795.54,Unknown,0,8655,0,100.0,19.0,Low,Green,1.177,0,1,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-29,Memory Chip,North America,Computing,Supplier_A,Sea,7949,8668,5.51,43798.99,8004,1987,5166,25,0,24,1137.54,Unknown,0,7949,0,100.0,15.6,Low,Green,1.271,0,0,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-11-30,Logic IC,Rest of World,Consumer Electronics,Supplier_D,Sea,5749,5650,10.46,60134.54,2810,1437,3736,41,4,33,684.3,Unknown,0,5749,0,100.0,56.0,Medium,Orange,1.092,0,1,Synthetic dataset created for academic semiconductor SCM simulation,11
2022-12-01,Power IC,North America,Telecom,Supplier_C,Road,3676,3557,2.15,7903.4,4040,919,2389,29,0,6,789.72,Unknown,0,3676,0,100.0,10.8,Low,Green,1.063,0,0,Synthetic dataset created for academic semiconductor SCM simulation,12
2022-12-02,Power IC,India,Consumer Electronics,Supplier_C,Sea,4811,5633,3.4,16357.4,6182,1202,3127,19,0,33,584.61,Demand Spike,3,4811,0,100.0,40.8,Medium,Orange,1.245,1,0,Synthetic dataset created for academic semiconductor SCM simulation,12
2022-12-03,Sensor IC,Europe,Consumer Electronics,Supplier_D,Sea,4310,4187,8.03,34609.3,2792,1077,2801,17,0,32,519.57,Unknown,0,4310,0,100.0,16.0,Low,Green,0.995,0,0,Synthetic dataset created for academic semiconductor SCM simulation,12
2022-12-04,Memory Chip,Rest of World,Consumer Electronics,Supplier_E,Sea,6871,7528,7.58,52082.18,8488,1717,4466,24,0,26,851.62,Unknown,0,6871,0,100.0,16.0,Low,Green,1.109,0,0,Synthetic dataset created for academic semiconductor SCM simulation,12
2022-12-05,Sensor IC,Rest of World,Consumer Electronics,Supplier_E,Sea,6752,6465,10.72,72381.44,7271,1688,4388,43,0,34,812.78,Unknown,0,6752,0,100.0,45.2,Medium,Orange,0.933,0,0,Synthetic dataset created for academic semiconductor SCM simulation,12
2022-12-06,Sensor IC,North America,Automotive,Supplier_E,Air,4804,5339,2.99,14363.96,5871,1201,3122,24,5,2,2491.26,Supplier Delay,4,4804,0,100.0,54.3,Medium,Orange,1.263,0,1,Synthetic dataset created for academic semiconductor SCM simulation,12
2022-12-07,Microcontroller,India,Telecom,Supplier_B,Multimodal,6626,7263,2.57,17028.82,7144,1656,4306,34,13,16,1962.52,Supplier Delay,1,6626,0,100.0,73.5,High,Red,1.209,0,1,Synthetic dataset created for academic semiconductor SCM simulation,12
2022-12-08,Logic IC,North America,Automotive,Supplier_E,Road,9241,9587,11.66,107750.06,7206,2310,6006,25,6,12,1661.71,Supplier Delay,1,9241,0,100.0,35.0,Medium,Orange,1.154,0,1,Synthetic dataset created for academic semiconductor SCM simulation,12
2022-12-09,Analog IC,Asia-Pacific,Computing,Supplier_B,Sea,7126,7349,11.39,81165.14,6436,1781,4631,30,2,25,945.32,Unknown,0,7126,0,100.0,29.4,Low,Green,1.089,0,1,Synthetic dataset created for academic semiconductor SCM simulation,12
2022-12-10,Microcontroller,Asia-Pacific,Industrial,Supplier_C,Multimodal,5985,6221,3.07,18373.95,6320,1496,3890,34,0,19,1508.63,Unknown,0,5985,0,100.0,22.4,Low,Green,1.168,0,0,Synthetic dataset created for academic semiconductor SCM simulation,12
2022-12-11,Microcontroller,North America,Telecom,Supplier_A,Air,5697,6374,8.52,48538.44,2989,1424,3703,27,0,3,2743.9,Inventory Shortage,1,5697,0,100.0,16.4,Low,Green,1.195,0,0,Synthetic dataset created for academic semiconductor SCM simulation,12
2022-12-12,Sensor IC,India,Automotive,Supplier_C,Sea,5812,6382,3.89,22608.68,6260,1453,3777,28,0,28,756.78,Unknown,0,5812,0,100.0,22.4,Low,Green,1.274,0,0,Synthetic dataset created for academic semiconductor SCM simulation,12
2022-12-13,Sensor IC,India,Industrial,Supplier_E,Sea,8225,11499,2.23,18341.75,9914,2056,5346,27,0,23,1507.7,Demand Spike,2,8225,0,100.0,33.2,Low,Green,1.57,1,0,Synthetic dataset created for academic semiconductor SCM simulation,12
2022-12-14,Analog IC,North America,Consumer Electronics,Supplier_B,Air,6158,6181,3.26,20075.08,4676,1539,4002,20,0,3,2583.26,Unknown,0,6158,0,100.0,0.0,Low,Green,1.047,0,0,Synthetic dataset created for academic semiconductor SCM simulation,12
2022-12-15,Logic IC,North America,Computing,Supplier_C,Air,8384,8172,6.91,57933.44,7348,2096,5449,22,0,6,3815.4,Unknown,0,8384,0,100.0,2.4,Low,Green,0.997,0,0,Synthetic dataset created for academic semiconductor SCM simulation,12
2022-12-16,Logic IC,North America,Computing,Supplier_D,Road,7130,7864,3.56,25382.8,5302,1782,4634,31,12,8,1504.94,Supplier Delay,4,7130,0,100.0,87.2,High,Red,1.215,0,1,Synthetic dataset created for academic semiconductor SCM simulation,12
2022-12-17,Memory Chip,Rest of World,Computing,Supplier_B,Road,9244,10315,6.54,60455.76,10116,2311,6008,27,0,14,1997.61,Logistics Delay,1,9244,0,100.0,18.0,Low,Green,1.179,0,1,Synthetic dataset created for academic semiconductor SCM simulation,12
2022-12-18,Sensor IC,Europe,Automotive,Supplier_C,Road,5820,6496,9.67,56279.4,6432,1455,3783,14,0,12,1171.46,Unknown,0,5820,0,100.0,0.0,Low,Green,1.311,0,0,Synthetic dataset created for academic semiconductor SCM simulation,12
2022-12-19,Analog IC,India,Consumer Electronics,Supplier_E,Air,6986,8692,11.6,81037.6,3622,1746,4540,26,0,4,3791.69,Inventory Shortage,5,6986,0,100.0,47.2,Medium,Orange,1.244,0,0,Synthetic dataset created for academic semiconductor SCM simulation,12
2022-12-20,Sensor IC,Europe,Computing,Supplier_D,Air,8961,10876,5.97,53497.17,11231,2240,5824,20,0,4,5007.1,Demand Spike,3,8961,0,100.0,24.0,Low,Green,1.28,1,0,Synthetic dataset created for academic semiconductor SCM simulation,12
